Timepoint,Timepoint_Master,Date,Year,Time,Treatment,Temp,Cone,Culture,Family,ReefMom,Mom,Dad,Species,Boat.ID,Wells,No.LarvaeInExpected,No.LarvaeInObserved,No.LarvaeIn,Percent_Survival_atend,CrossType,Lifestage,Dataform,Cumulative.hrs,Mom2,Dad2,Cross,Cross_2,Zoox,Tank,Replicate,PlateSlide,Well,Recruit,Survival.T1,Condition,Area,Perimeter,CrossSection,Bleach,PAM,Infectionlevel,Rfile,R,R.ojbect,SINGLE.CLUMP,Photos.date,IPAM.date,microPAM.Date,Cassette,Survival.T6,Pamtype,Identifier
10,11,03.12.2019,2019,8:00,Hot,35.5C,100,K7xE4,F116,K7 ,K7 , E4,A.ten,72,A,30,19,19,63.33333333,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.22.2.1,2,1,0.506,NA,NA,NA,0.771,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,100,K7xE4,F116,K7 ,K7 , E4,A.ten,72,B,30,17,17,56.66666667,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.22.3.1,2,1,0.621,NA,NA,NA,0.606,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,100,K7xE4,F116,K7 ,K7 , E4,A.ten,72,C,30,30,30,100,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.22.3.1,2,1,0.651,NA,NA,NA,0.717,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,102,E3xE4,F73,E3 ,E3 , E4,A.ten,72,D,30,15,15,50,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.22.4.1,2,1,1.564,NA,NA,NA,0.572,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,102,E3xE4,F73,E3 ,E3 , E4,A.ten,72,E,30,26,26,86.66666667,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.22.4.1,2,1,1.69,NA,NA,NA,0.689,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,102,E3xE4,F73,E3 ,E3 , E4,A.ten,72,F,30,29,29,93.5483871,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.26.2.1,2,1,0.886,NA,NA,NA,0.675,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,61,D11xK3,F41,D11 ,D11 , K3,A.ten,73,A,30,21,22,70,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,2.26.2.1,2,1,1.184,NA,NA,NA,0.646,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,61,D11xK3,F41,D11 ,D11 , K3,A.ten,73,B,30,8,8,26.66666667,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,2.26.4.1,2,1,0.639,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,61,D11xK3,F41,D11 ,D11 , K3,A.ten,73,C,30,0,0,0,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,2.26.4.1,2,1,0.614,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,93,K3xE3,F64,K3 ,K3 , E3,A.ten,73,D,30,9,9,30,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.28.1.1.1,2,1,1.653,NA,NA,NA,0.521,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,93,K3xE3,F64,K3 ,K3 , E3,A.ten,73,E,30,10,10,33.33333333,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.28.1.1,2,1,1.512,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,93,K3xE3,F64,K3 ,K3 , E3,A.ten,73,F,30,24,24,80,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.28.1.1.1,2,1,1.766,NA,NA,NA,0.668,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,106,K9xE3,F109,K9 ,K9 , E3,A.ten,74,A,30,17,17,56.66666667,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.28.1.1,2,1,1.868,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,106,K9xE3,F109,K9 ,K9 , E3,A.ten,74,B,30,7,7,22.58064516,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.28.1.2,2,1,1.101,NA,NA,NA,0.576,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,106,K9xE3,F109,K9 ,K9 , E3,A.ten,74,C,30,0,1,0,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.28.1.2,2,1,1.159,NA,NA,NA,0.556,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,9,E5xD16,F3,E5 ,E5 , D16,A.ten,74,D,30,12,12,40,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.28.2.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,9,E5xD16,F3,E5 ,E5 , D16,A.ten,74,E,30,16,17,53.33333333,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.28.2.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,9,E5xD16,F3,E5 ,E5 , D16,A.ten,74,F,30,3,3,9.677419355,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.28.4.1.1,2,1,1.441,NA,NA,NA,0.568,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,18,E4xD12,F9,E4 ,E4 , D12,A.ten,75,A,30,3,3,10,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.28.4.1,2,1,0.834,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,18,E4xD12,F9,E4 ,E4 , D12,A.ten,75,B,30,5,5,16.66666667,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.28.4.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,18,E4xD12,F9,E4 ,E4 , D12,A.ten,75,C,30,10,10,33.33333333,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.28.4.1.1,2,1,1.537,NA,NA,NA,0.471,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,14,D16xD12,F6,D16 ,D16 , D12,A.ten,75,D,30,14,14,46.66666667,IndivCross,larvae,Raw,144,DaviesMom,DaviesDad,DaviesMomDaviesDad,DxD,NA,NA,NA,NA,NA,2.28.5.1.1,2,1,1.126,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,14,D16xD12,F6,D16 ,D16 , D12,A.ten,75,E,30,17,17,56.66666667,IndivCross,larvae,Raw,144,DaviesMom,DaviesDad,DaviesMomDaviesDad,DxD,NA,NA,NA,NA,NA,2.28.5.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,14,D16xD12,F6,D16 ,D16 , D12,A.ten,75,F,30,18,18,60,IndivCross,larvae,Raw,144,DaviesMom,DaviesDad,DaviesMomDaviesDad,DxD,NA,NA,NA,NA,NA,2.28.5.1.1,2,1,1.203,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,56,K6xD11,F46,K6 ,K6 , D11,A.ten,76,A,30,20,20,66.66666667,IndivCross,larvae,Raw,144,KeppelsMom,DaviesDad,KeppelsMomDaviesDad,KxD,NA,NA,NA,NA,NA,2.28.5.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,56,K6xD11,F46,K6 ,K6 , D11,A.ten,76,B,30,20,20,66.66666667,IndivCross,larvae,Raw,144,KeppelsMom,DaviesDad,KeppelsMomDaviesDad,KxD,NA,NA,NA,NA,NA,2.28.5.2,2,1,0.803,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,56,K6xD11,F46,K6 ,K6 , D11,A.ten,76,C,30,13,13,43.33333333,IndivCross,larvae,Raw,144,KeppelsMom,DaviesDad,KeppelsMomDaviesDad,KxD,NA,NA,NA,NA,NA,2.28.5.2,2,1,0.848,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,51,K6xK9,F51,K6 ,K6 , K9,A.ten,76,D,30,13,13,41.93548387,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.28.6.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,51,K6xK9,F51,K6 ,K6 , K9,A.ten,76,E,30,20,20,66.66666667,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.28.6.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,51,K6xK9,F51,K6 ,K6 , K9,A.ten,76,F,30,17,17,56.66666667,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.28.6.2,2,1,1.397,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,52,K6xE3,F52,K6 ,K6 , E3,A.ten,77,A,30,12,12,40,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.28.6.2,2,1,1.518,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,52,K6xE3,F52,K6 ,K6 , E3,A.ten,77,B,30,15,15,48.38709677,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.30.1.1.1,2,1,,NA,NA,NA,0.626,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,52,K6xE3,F52,K6 ,K6 , E3,A.ten,77,C,30,8,8,26.66666667,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.30.1.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,27,E5xD11,F14,E5 ,E5 , D11,A.ten,77,D,30,7,7,23.33333333,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.30.1.1.1,2,1,,NA,NA,NA,0.564,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,27,E5xD11,F14,E5 ,E5 , D11,A.ten,77,E,30,14,14,46.66666667,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.30.1.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,27,E5xD11,F14,E5 ,E5 , D11,A.ten,77,F,30,17,17,56.66666667,IndivCross,larvae,Raw,144,EskMom,DaviesDad,EskMomDaviesDad,ExD,NA,NA,NA,NA,NA,2.30.1.2,2,1,1.273,NA,NA,NA,0.675,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,46,E1xK8,F98,E1 ,E1 , K8,A.ten,78,A,30,26,26,86.66666667,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.30.1.2,2,1,1.514,NA,NA,NA,0.658,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,46,E1xK8,F98,E1 ,E1 , K8,A.ten,78,B,30,27,27,90,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.30.2.1.1,2,1,1.219,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,46,E1xK8,F98,E1 ,E1 , K8,A.ten,78,C,30,28,28,73.68421053,IndivCross,larvae,Raw,144,EskMom,KeppelsDad,EskMomKeppelsDad,ExK,NA,NA,NA,NA,NA,2.30.2.1,2,1,1.051,NA,NA,NA,0.623,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,39,D12xE4,F24,D12 ,D12 , E4,A.ten,78,D,30,16,16,51.61290323,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.30.2.1.1,2,1,1.329,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,39,D12xE4,F24,D12 ,D12 , E4,A.ten,78,E,30,19,19,63.33333333,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.30.2.1,2,1,1.234,NA,NA,NA,0.67,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,39,D12xE4,F24,D12 ,D12 , E4,A.ten,78,F,30,20,20,64.51612903,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.30.2.2,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,81,K6xK3,F52,K6 ,K6 , K3,A.ten,79,A,30,19,19,61.29032258,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.30.2.2,1,0,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,81,K6xK3,F52,K6 ,K6 , K3,A.ten,79,B,30,19,19,61.29032258,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.30.3.1,2,1,1.408,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,81,K6xK3,F52,K6 ,K6 , K3,A.ten,79,C,30,20,20,66.66666667,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.30.3.1,1,0,NA,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,109,K7xK6,F80,K7 ,K7 , K6,A.ten,79,D,30,15,15,50,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.30.4.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,109,K7xK6,F80,K7 ,K7 , K6,A.ten,79,E,30,24,24,77.41935484,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.30.4.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,109,K7xK6,F80,K7 ,K7 , K6,A.ten,79,F,30,24,24,80,IndivCross,larvae,Raw,144,KeppelsMom,KeppelsDad,KeppelsMomKeppelsDad,KxK,NA,NA,NA,NA,NA,2.30.5.1.1,2,1,1.23,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,86,K9xE3,F57,K9 ,K9 , E3,A.ten,80,A,30,14,14,46.66666667,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.30.5.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,86,K9xE3,F57,K9 ,K9 , E3,A.ten,80,B,30,9,9,29.03225806,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.30.5.1.1,2,1,1.358,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,86,K9xE3,F57,K9 ,K9 , E3,A.ten,80,C,30,7,7,23.33333333,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.30.5.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,35,E4xE5,F21,E4 ,E4 , E5,A.ten,80,D,30,6,6,19.35483871,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.30.5.2.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,35,E4xE5,F21,E4 ,E4 , E5,A.ten,80,E,30,6,6,20,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.30.5.2,2,1,1.272,NA,NA,NA,0.562,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,35,E4xE5,F21,E4 ,E4 , E5,A.ten,80,F,30,4,4,13.33333333,IndivCross,larvae,Raw,144,EskMom,EskDad,EskMomEskDad,ExE,NA,NA,NA,NA,NA,2.30.5.2.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,32,D12xE5,F18,D12 ,D12 , E5,A.ten,81,A,30,13,13,43.33333333,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.30.5.2,2,1,1.444,NA,NA,NA,0.602,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,32,D12xE5,F18,D12 ,D12 , E5,A.ten,81,B,30,20,20,66.66666667,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.30.5.3,2,1,1.034,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,32,D12xE5,F18,D12 ,D12 , E5,A.ten,81,C,30,15,15,48.38709677,IndivCross,larvae,Raw,144,DaviesMom,EskDad,DaviesMomEskDad,DxE,NA,NA,NA,NA,NA,2.30.5.3,2,1,1.237,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,50,K8xE2,F103,K8 ,K8 , E2,A.ten,81,D,30,4,4,13.33333333,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.30.6.1,2,1,1.71,NA,NA,NA,0.592,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,50,K8xE2,F103,K8 ,K8 , E2,A.ten,81,E,30,2,2,6.666666667,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.30.6.1,2,1,1.359,NA,NA,NA,0.537,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,50,K8xE2,F103,K8 ,K8 , E2,A.ten,81,F,30,0,0,0,IndivCross,larvae,Raw,144,KeppelsMom,EskDad,KeppelsMomEskDad,KxE,NA,NA,NA,NA,NA,2.30.6.2,2,1,1.387,NA,NA,NA,0.577,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,60,D20xK6,F42,D20 ,D20 , K6,A.ten,82,A,30,4,4,13.33333333,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,2.30.6.2,2,1,1.496,NA,NA,NA,0.521,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,60,D20xK6,F42,D20 ,D20 , K6,A.ten,82,B,30,5,5,16.66666667,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,2.33.1.1,2,1,,NA,NA,NA,NA,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
10,11,03.12.2019,2019,8:00,Hot,35.5C,60,D20xK6,F42,D20 ,D20 , K6,A.ten,82,C,30,5,5,16.66666667,IndivCross,larvae,Raw,144,DaviesMom,KeppelsDad,DaviesMomKeppelsDad,DxK,NA,NA,NA,NA,NA,3.10.1.1,2,1,1.64,NA,NA,NA,0.612,NA,AGF_yr2_Juvs_cur.singles_aliveatT1.csv,,,,NA,NA,NA,NA,NA,NA,NA
